text,label
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Laptop overheats constantly, returned it after just one week.",negative
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Average product for the price, nothing special but works fine.",neutral
"Laptop: Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
"Ноутбук: Middle range quality, some minor issues but generally acceptable.",neutral
"Чудова якість, швидка доставка, все як описано на сайті.",positive
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Decent fridge, does the job, nothing to write home about.",neutral
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
"Fridge: Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Ноутбук: Very disappointed, product does not match the description at all.",negative
"Середня якість, нічого особливого, відповідає своїй вартості.",neutral
"Terrible quality, broke after a week. Total waste of money.",negative
"Tv: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Laptop: Very disappointed, product does not match the description at all.",negative
"Телевізор: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Laptop: Great quality laptop, fast delivery, exactly as described.",positive
"Телевізор: За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Холодильник: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Fridge: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Laptop: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Телевізор: Absolutely horrible product, requested refund immediately.",negative
"Відмінний товар, дуже задоволений покупкою! Рекомендую всім друзям.",positive
Stopped working after one month. Awful customer service experience.,negative
"Tv: Great quality laptop, fast delivery, exactly as described.",positive
"Very disappointed, product does not match the description at all.",negative
"Middle range quality, some minor issues but generally acceptable.",neutral
"Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Excellent product, works perfectly from day one. Highly recommend!",positive
"Fridge: Amazing TV picture quality, very satisfied with this purchase.",positive
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Ноутбук: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Middle range quality, some minor issues but generally acceptable.",neutral
"Холодильник: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Satisfactory performance overall, meets basic expectations.",neutral
Fridge: Stopped working after one month. Awful customer service experience.,negative
"Fridge: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Телевізор: Excellent product, works perfectly from day one. Highly recommend!",positive
"Laptop: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
Do not buy this! Stopped functioning within days of purchase.,negative
Ноутбук: Stopped working after one month. Awful customer service experience.,negative
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Холодильник: Нормальна техніка без особливих вражень, можна брати.",neutral
"Fridge: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Very disappointed, product does not match the description at all.",negative
"Ноутбук: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Laptop: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"За такі гроші прийнятна якість, але є кращі варіанти.",neutral
"Laptop: The fridge makes loud noise at night, completely unusable.",negative
"Laptop overheats constantly, returned it after just one week.",negative
"Fridge: Найгірша покупка в моєму житті, шкодую що замовив.",negative
"Найгірша покупка в моєму житті, шкодую що замовив.",negative
Fridge: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
Laptop: Stopped working after one month. Awful customer service experience.,negative
"Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Laptop overheats constantly, returned it after just one week.",negative
"Terrible quality, broke after a week. Total waste of money.",negative
Повернув через 3 дні — не працювало з коробки.,negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Laptop: Нормальна техніка без особливих вражень, можна брати.",neutral
"Ноутбук: Чудова якість, швидка доставка, все як описано на сайті.",positive
"Laptop: Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Tv: Decent fridge, does the job, nothing to write home about.",neutral
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
Laptop: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Tv: Задоволений на всі 100%, буду купувати тут ще раз.",positive
"Fridge: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"The fridge makes loud noise at night, completely unusable.",negative
"Laptop: Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Tv: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Fridge: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
Do not buy this! Stopped functioning within days of purchase.,negative
"Laptop: Задоволений на всі 100%, буду купувати тут ще раз.",positive
The fridge is quiet and energy efficient. Best purchase this year!,positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Телевізор: Great quality laptop, fast delivery, exactly as described.",positive
"Decent fridge, does the job, nothing to write home about.",neutral
Fridge: Do not buy this! Stopped functioning within days of purchase.,negative
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Телевізор: Great quality laptop, fast delivery, exactly as described.",positive
"Laptop: Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
Ноутбук: Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"The fridge makes loud noise at night, completely unusable.",negative
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Decent fridge, does the job, nothing to write home about.",neutral
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Телевізор: Телевізор перестав вмикатись через місяць, жахливий сервіс.",negative
"Laptop: Satisfactory performance overall, meets basic expectations.",neutral
"Телевізор: Satisfactory performance overall, meets basic expectations.",neutral
"Не раджу нікому, обслуговування жахливе, товар бракований.",negative
"Холодильник працює тихо, економить електроенергію, відмінна покупка.",positive
"Terrible quality, broke after a week. Total waste of money.",negative
"Tv: Телевізор нормальний, не вражає але і не розчаровує.",neutral
"Great quality laptop, fast delivery, exactly as described.",positive
"Телевізор нормальний, не вражає але і не розчаровує.",neutral
Ноутбук: Stopped working after one month. Awful customer service experience.,negative
"Superb build quality, fast shipping, 100% recommend to everyone.",positive
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Tv: Пречудова техніка, працює бездоганно вже кілька місяців.",positive
"Middle range quality, some minor issues but generally acceptable.",neutral
Неймовірно швидкий ноутбук за такі гроші — просто знахідка!,positive
"Купив ноутбук тиждень тому — повністю відповідає очікуванням, рекомендую!",positive
"Телевізор: Жахлива якість, зламався через тиждень після покупки. Не рекомендую!",negative
"Laptop: Amazing TV picture quality, very satisfied with this purchase.",positive
"Laptop: Непогано за свою ціну, є певні недоліки але загалом нормально.",neutral
"Товар прийшов швидко, упакований добре, якість на висоті.",positive
"Холодильник: Ноутбук грівся до неможливості, повернув через тиждень.",negative
"Fridge: Great quality laptop, fast delivery, exactly as described.",positive
"Ноутбук як ноутбук, без захоплення, але і без нарікань.",neutral
"Телевізор з неймовірною картинкою, дуже задоволений якістю зображення.",positive
"Холодильник шумить вночі, не можна спати. Витрачені гроші.",negative
"Laptop: Excellent product, works perfectly from day one. Highly recommend!",positive
"Дуже гарний телевізор, зображення чітке, звук потужний.",positive
"Great quality laptop, fast delivery, exactly as described.",positive
"Amazing TV picture quality, very satisfied with this purchase.",positive
"Ноутбук: Absolutely horrible product, requested refund immediately.",negative
"Very disappointed, product does not match the description at all.",negative
"Ноутбук: Товар прийшов швидко, упакований добре, якість на висоті.",positive
Ноутбук: The fridge is quiet and energy efficient. Best purchase this year!,positive
"Розчарований повністю, товар не відповідає опису на сайті.",negative
"Телевізор: Amazing TV picture quality, very satisfied with this purchase.",positive
